,City Name,State Name,Latitude,Longitude,Facility ID,Facility Name,Emission,Gas Code,Gas Name,Year
222,Clarksville,Virginia,36.6009,-78.53,1000257,Mecklenburg Power Station,330.184,N2O,Nitrous Oxide,2018
223,Springfield,Illinois,39.8233,-89.5888,1001122,Interstate,5.0,CH4,Methane,2017
224,Glendale,California,34.1556,-118.2782,1006628,Grayson Power Plant,257.17400000000004,N2O,Nitrous Oxide,2012
225,Joliet,Illinois,41.4947,-88.125,1001453,Joliet 29,5399116.7,CO2,Carbon Dioxide,2012
226,Beatrice,Nebraska,40.22036,-96.7461,1002343,Beatrice Compressor Station,14.602,N2O,Nitrous Oxide,2017
227,Dayton,Ohio,39.82359,-84.16935,1001624,Tate & Lyle Citric Acid,14.0,CH4,Methane,2011
228,Dayton,Ohio,39.82359,-84.16935,1001624,Tate & Lyle Citric Acid,29782.7,CO2,Carbon Dioxide,2011
229,Delaware City,Delaware,39.5936,-75.6337,1007322,Delaware City Refinery,79.75,CH4,Methane,2012
230,Ticonderoga,New York,43.8914,-73.3961,1006885,International Paper Ticonderoga Mill,6924.328,N2O,Nitrous Oxide,2012
231,Vancouver,Washington,45.65,-122.7231,1001133,River Road,495257.6,CO2,Carbon Dioxide,2017
232,Newburgh,Indiana,37.91,-87.3267,1001544,F B Culley Generating Station,6402.25,CH4,Methane,2017
233,Cedar Rapids,Iowa,41.9439,-91.6386,1001548,Prairie Creek,4550.46,N2O,Nitrous Oxide,2017
234,Topeka,Kansas,39.17913,-95.72006,1007832,Rolling Meadows Landfill,161.7,CO2,Carbon Dioxide,2019
235,Dallas,Texas,32.915929999999996,-96.77249,1008958,Exco Resources  Inc. - East Texas Basin #260,64877.6,CO2,Carbon Dioxide,2011
236,Texas City,Texas,29.3787,-94.944,1000504,Texas City Cogeneration,594115.3,CO2,Carbon Dioxide,2017
237,Ardmore,Oklahoma,34.196670000000005,-97.04443,1002234,Southern Oklahoma Regional Disposal Landfill,39995.0,CH4,Methane,2017
238,St Johns,Arizona,34.5778,-109.2717,1007103,Coronado Generating Station,18079.25,CH4,Methane,2012
239,Ingleside,Texas,27.883611,-97.241383,1001705,Occidental Chemical Corporation Ingleside Plant,2370.888,N2O,Nitrous Oxide,2017
240,La Porte,Texas,29.7237,-95.07408000000001,1001713,Oxy Vinyls Lp - La Porte Vcm Plant,577.5,CH4,Methane,2017
241,Fort Dodge,Iowa,42.486633000000005,-94.167739,1006231,New Ngc Inc D/B/A National Gypsum Co,23.541999999999998,N2O,Nitrous Oxide,2017
242,Bennettsville,South Carolina,34.605,-79.785,1000324,Marlboro Paper Mill,64863.4,CO2,Carbon Dioxide,2011
243,Johnston,Iowa,41.6722,-93.6769,1000520,Sycamore Combustion Turbine,2361.2,CO2,Carbon Dioxide,2017
244,Niland,California,33.2432,-115.49799999999999,1000541,Niland Gas Turbine Plant,17.25,CH4,Methane,2017
245,Carlisle,Pennsylvania,40.12921,-77.16726,1002217,Vitro Flat Glass Llc,171842.8,CO2,Carbon Dioxide,2017
246,Keen Mountain,Virginia,37.1753,-81.9617,1000174,Buchanan Units 1 & 2,5.0,CH4,Methane,2012
247,Greenville,Mississippi,33.3503,-91.1181,1001189,Gerald Andrus,264945.5,CO2,Carbon Dioxide,2017
248,Lebec,California,34.9556,-118.844,1000133,Pastoria Energy Facility,689.25,CH4,Methane,2017
249,Fort Stockton,Texas,30.7444469,-102.491284,1012153,Epng Station 6399 Black River  Tx,57436.0,CO2,Carbon Dioxide,2019
250,Deridder,Louisiana,30.8627,-93.3751,1006256,Packaging Corporation Of America,1491.5,CH4,Methane,2016
251,Union City,Indiana,40.18595,-84.86228,1002882,Cardinal Ethanol  Llc,95.06200000000001,N2O,Nitrous Oxide,2011
252,Danville,Indiana,39.7507,-86.5006,1007638,Twin Bridges Rdf,106037.532025,CH4,Methane,2011
253,Edison,New Jersey,40.4911,-74.3958,1000744,Edison,13.75,CH4,Methane,2012
254,Juliette,Georgia,33.0583,-83.8072,1001051,Scherer,21644582.7,CO2,Carbon Dioxide,2012
255,Denison,Iowa,41.98905,-95.39912,1007565,The Andersons Marathon Holdings Llc,82786.8,CO2,Carbon Dioxide,2017
256,Marion,Iowa,42.089673,-91.555882,1001949,Cedar Rapids/Linn County Solid Waste Agency Site #2,0.298,N2O,Nitrous Oxide,2017
257,Riverton,West Virginia,38.793745,-79.481638,1006247,Riverton Facility,338513.7,CO2,Carbon Dioxide,2011
258,Camden,New Jersey,39.9175,-75.1192,1001226,Camden Plant Holding  Llc,24448.9,CO2,Carbon Dioxide,2017
259,West Monroe,Louisiana,32.483198,-92.152243,1000602,Graphic Packaging International Llc  West Monroe Mill Plant 31,1221592.7,BIOCO2,Biogenic CO2,2017
260,Marquette,Michigan,46.5789,-87.395,1000680,Presque Isle,2235867.0,CO2,Carbon Dioxide,2012
261,Warren,Pennsylvania,41.82949,-79.12468,1007008,United Refining Company,975.25,CH4,Methane,2012
262,Eau Claire,Wisconsin,44.828889000000004,-91.509167,1013279,Cascades Tissue Group Wisconsin Inc,12.75,CH4,Methane,2019
263,Hobbs,New Mexico,32.6953,-103.2853,1005641,Linam Ranch Gas Plant,80.46,N2O,Nitrous Oxide,2017
264,Bergen,New York,43.064170000000004,-77.93290999999999,1002951,Riga/Mill Seat Landfill,172737.8627,CH4,Methane,2011
265,Cincinnati,Ohio,39.1792,-84.5053,1007325,Emery Oleochemicals  Llc,87.5,CH4,Methane,2017
266,Bridgeport,Nebraska,41.64526,-103.07700000000001,1002349,Bridgeport Ethanol Llc,48371.0,CO2,Carbon Dioxide,2016
267,Burlington,Wisconsin,42.6626,-88.2906,1005977,Ardagh Glass Inc. (Burlington),67642.9,CO2,Carbon Dioxide,2017
268,Yuma,Arizona,32.7214,-114.7097,1001424,Yucca Power Plant,98.75,CH4,Methane,2017
269,Oologah,Oklahoma,36.4317,-95.7008,1000862,Northeastern,3017734.0,CO2,Carbon Dioxide,2017
270,Dearborn,Michigan,42.3026,-83.154,1006695,Dearborn Industrial Generation,2782580.5,CO2,Carbon Dioxide,2012
271,Camas,Washington,45.582929,-122.407758,1005998,Georgia-Pacific Consumer Operations Llc,10789.5,CH4,Methane,2011
272,Canton,North Carolina,35.535,-82.8411,1000230,Blue Ridge Paper Products Llc,1002424.3,CO2,Carbon Dioxide,2012
273,Grant Town,West Virginia,39.5611,-80.1642,1000251,Grant Town Power Plant,4650.588,N2O,Nitrous Oxide,2012
274,Claremore,Oklahoma,36.233515999999995,-95.719098,1002275,Verdigris Plt,461.75,CH4,Methane,2017
275,Carrollton,Missouri,39.36266,-93.448939,1002124,Show Me Ethanol,37.75,CH4,Methane,2011
276,Franklin,Virginia,36.6803,-76.9128,1000258,International Paper-Franklin Mill,783877.7,BIOCO2,Biogenic CO2,2017
277,Union City,Tennessee,36.4028,-89.1518,1007062,Northwest Tennessee Landfill,8.4,CO2,Carbon Dioxide,2019
278,Roaring Spring,Pennsylvania,40.33873,-78.405175,1005669,Appleton Roaring Spring Paper Mfg,1026.61,N2O,Nitrous Oxide,2019
279,Clarksville,Tennessee,36.60373,-87.25869,1005263,Florim Usa Inc,19.5,CH4,Methane,2019
280,Council Bluffs,Iowa,41.18,-95.8408,1001551,Walter Scott Jr. Energy Center,30854.0,CH4,Methane,2012
281,Wahpeton,North Dakota,46.323539000000004,-96.61591999999999,1006319,Minn Dak Farmers Cooperative,4347.5,BIOCO2,Biogenic CO2,2016
282,Riviera Beach,Florida,26.7653,-80.0528,1001485,Riviera,0.0,CO2,Carbon Dioxide,2012
283,Danville,Pennsylvania,41.0714,-76.6672,1000893,Montour  Llc,775.5,CH4,Methane,2017
284,Williamston,South Carolina,34.6022,-82.435,1000908,W S Lee,56.023999999999994,N2O,Nitrous Oxide,2017
285,Rockport,Indiana,37.9256,-87.0372,1001037,Rockport,51971.498,N2O,Nitrous Oxide,2017
286,Hastings,Nebraska,40.59227,-98.3391,1002067,Agp Soy/Corn Processing,198396.1,CO2,Carbon Dioxide,2017
287,Longview,Texas,32.4472,-94.6917,1007438,Eastman Chemical - Texas Operations,602.854,N2O,Nitrous Oxide,2012
288,Offshore,Texas,26.9389,-94.6887,1003267,Hoover Diana Platform (Ac25-Ha),68.54,N2O,Nitrous Oxide,2016
289,Lake Odessa,Michigan,42.766009999999994,-85.07428,1003135,Carbon Green Bioenergy,44.104,N2O,Nitrous Oxide,2016
290,Edwards,Mississippi,32.274446999999995,-90.66833299999999,1002849,Mep Station 4 Vicksburg  Ms,47540.4,CO2,Carbon Dioxide,2016
291,Snowflake,Arizona,34.503981,-110.33618,1006649,Novo Biopower,100857.25,CH4,Methane,2017
292,Snowflake,Arizona,34.503981,-110.33618,1006649,Novo Biopower,284375.1,BIOCO2,Biogenic CO2,2017
293,Longview,Texas,32.3766,-94.6415,1000934,Knox Lee Power Plant,16.0,CH4,Methane,2017
294,Charleston,South Carolina,32.8994,-79.9694,1000426,Kapstone Charleston Kraft Llc,13218.0,CH4,Methane,2012
295,Tulsa,Oklahoma,36.150442,-95.98975,1012359,Laredo Basin 430 B&G,42631.5,CH4,Methane,2016
296,Tulsa,Oklahoma,36.150442,-95.98975,1012359,Laredo Basin 430 B&G,9.238,N2O,Nitrous Oxide,2016
297,Meade,Kansas,37.21293,-100.34524,1003115,Southwest Gas Storage - Borchers,7.45,N2O,Nitrous Oxide,2014
298,Billings,Montana,45.813904,-108.433295,1007000,Exxonmobil Fuels & Lubricants Company Billings Refinery,544641.6,CO2,Carbon Dioxide,2018
299,San Ramon,California,37.795963,-122.02231699999999,1008499,745 San Joaquin Basin Chevron Usa Inc.,8503.0,CO2,Carbon Dioxide,2019
300,Greensburg,Kansas,37.61422,-99.396874,1004776,Anr Pipeline Greensburg Cs,30201.7,CO2,Carbon Dioxide,2019
301,Waynesburg,Pennsylvania,39.836187,-80.12839699999999,1009878,Contura Pennsylvania Land Llc,8776.0,CO2,Carbon Dioxide,2017
302,Tuscumbia,Alabama,34.7439,-87.8486,1007829,Colbert,4720473.3,CO2,Carbon Dioxide,2011
303,Grand Rapids,Michigan,42.96325,-85.672565,1002659,Veolia Energy Grand Rapids  Llc,25.628,N2O,Nitrous Oxide,2017
304,De Beque,Colorado,39.3269,-108.2431,1011635,Debeque Gas Processing Facility,2747.0,CH4,Methane,2016
305,Cocoa,Florida,28.4694,-80.7642,1007650,Cape Canaveral,2327059.4,CO2,Carbon Dioxide,2019
306,Ravenna,Michigan,43.235238,-86.01343,1007751,Muskegon County Solid Waste Facility,26.1,CO2,Carbon Dioxide,2017
307,Morris,Illinois,41.4092,-88.3292,1007979,Morris Cogeneration  Llc,391677.2,CO2,Carbon Dioxide,2016
308,Sunray,Texas,35.951944,-101.873889,1007936,Diamond Shamrock Refining Company  L.P.,189743.5,CO2,Carbon Dioxide,2016
309,Sumner,Illinois,38.739368,-87.852363,1007810,Sumner Landfill,14.3,CO2,Carbon Dioxide,2016
310,Palermo,North Dakota,48.301165999999995,-102.220966,1008835,Aux Sable Midstream - Palermo Conditioning Plant,21233.3,CO2,Carbon Dioxide,2017
311,Gaston,South Carolina,33.8692,-81.0183,1006999,Columbia Energy Center (Sc),338011.5,CO2,Carbon Dioxide,2014
312,Maple Valley,Washington,47.462625,-122.046025,1007822,King Cnty Solid Wst Cedar Hills Landfill,333.5,CO2,Carbon Dioxide,2017
313,St. Paul,Indiana,38.95721939999999,-85.8895551,1012923,St. Paul Compressor Station,2228.5,CH4,Methane,2019
314,Bakersfield,California,35.1268513,-119.18557849999999,1008346,Aera Energy San Joaquin Basin,20.561999999999998,N2O,Nitrous Oxide,2017
315,Memphis,Tennessee,35.085843,-90.08338499999999,1008271,Valero Refining Co. (Prev. Premcor Refining  Prev. Williams Refining Llc),1104706.3,CO2,Carbon Dioxide,2017
316,Houston,Texas,29.960188,-95.558799,1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,435854.2,CO2,Carbon Dioxide,2014
317,Houston,Texas,29.960188,-95.558799,1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,262460.75,CH4,Methane,2014
318,Far Rockaway,New York,40.602435,-73.762495,1001581,Edgemere Landfill,36482.5,CH4,Methane,2017
319,Offshore,Louisiana,29.2976,-88.9205,1010147,Main Pass 61B Platform,6.257999999999999,N2O,Nitrous Oxide,2016
320,Gilbert,Arizona,33.3333,-111.751,1000250,Santan,598.25,CH4,Methane,2016
321,Dallas,Texas,32.92548,-96.81613,1001389,Atmos Energy Corporation - Kentucky,27635.0,CH4,Methane,2017
322,Durango,Colorado,37.0881,-107.8829,1001759,Bondad Compressor Station,11.324000000000002,N2O,Nitrous Oxide,2014
323,Parkersburg,West Virginia,39.251849,-81.494539,1007587,Northwestern Landfill,1995.7,CO2,Carbon Dioxide,2019
324,Dade City,Florida,28.3744,-82.1892,1001274,Quantum Pasco Power,25.25,CH4,Methane,2017
325,Seminole,Texas,32.778936,-102.950165,1009520,Hobbs Fractionation Facility,24.138,N2O,Nitrous Oxide,2016
326,Denison,Texas,33.687236999999996,-96.449113,1008881,Gulf Crossing Pipeline - Sherman Station,4873.6,CO2,Carbon Dioxide,2016
327,Midkiff,Texas,31.502598,-101.911987,1001638,Targa Midkiff Gas Processing Plant,188453.4,CO2,Carbon Dioxide,2017
328,Drayton,North Dakota,48.591667,-97.175,1006878,American Crystal Sugar Company - Drayton,655.25,CH4,Methane,2016
329,Drayton,North Dakota,48.591667,-97.175,1006878,American Crystal Sugar Company - Drayton,1135.678,N2O,Nitrous Oxide,2016
330,Columbus,Mississippi,33.360815,-88.458046,1006703,International Paper - Columbus Mill,6286.31,N2O,Nitrous Oxide,2016
331,Callahan,Florida,30.604718,-81.820482,1006597,West Nassau Sanitary Landfill,28990.75,CH4,Methane,2016
332,Santa Maria,California,34.92688,-120.48159,1011469,Windset Farms,37540.5,CO2,Carbon Dioxide,2017
333,Willimantic,Connecticut,41.72295,-72.23935,1011746,General Cable,654.2,CO2,Carbon Dioxide,2017
334,Tyler,Texas,29.787540000000003,-95.61766999999999,1007486,Tanos Exploration Ii  Llc Arkla Basin  Aapg 230,55747.8,CO2,Carbon Dioxide,2017
335,Tyler,Texas,29.787540000000003,-95.61766999999999,1007486,Tanos Exploration Ii  Llc Arkla Basin  Aapg 230,91510.75,CH4,Methane,2017
336,Church Hill,Tennessee,36.540769,-82.783591,1002649,Carter Valley Landfill,33786.0,CH4,Methane,2015
337,Bowie,Texas,33.52957,-97.87651,1005431,Kripple Kreek Gas Plant,64.07,N2O,Nitrous Oxide,2014
338,Garden City,Texas,31.808090000000004,-101.55906999999999,1010634,Deadwood Cryo Plant,6421.25,CH4,Methane,2014
339,Green Bay,Wisconsin,44.518347,-88.011616,1002250,Wisconsin Public Service Corporation,445.0,CO2,Carbon Dioxide,2019
340,Englewood,Colorado,36.72365,-108.18465,1008273,Rim Operating  Inc. San Juan Basin Operations,16716.0,CH4,Methane,2017
341,Ward,Alabama,32.31585,-88.18279,1008370,Sng Station 5230 York  Al,2808.0,CH4,Methane,2017
342,Benicia,California,38.071670000000005,-122.13975,1008504,Valero Refining Co - Cali Fornia Benicia Refinery,5637.0,CH4,Methane,2017
343,Dallas,Texas,32.915929999999996,-96.77249,1008595,Tgg Pipeline  Ltd. - Shelby #3 Facility,6.556,N2O,Nitrous Oxide,2017
344,Evans City,Pennsylvania,40.81476,-80.04373000000001,1008744,Sarsen Gas Processing Plant,1066.25,CH4,Methane,2017
345,Mossville,Illinois,40.843013,-89.564082,1006553,Advanced Tri-Gen Power Systems  Llc,138488.9,CO2,Carbon Dioxide,2017
346,South Bay,Florida,26.576745000000003,-80.746737,1006560,New Hope Power Company,8724.546,N2O,Nitrous Oxide,2017
347,Lewisport,Kentucky,37.950831,-86.845794,1006045,Aleris Rolled Products Inc,172017.9,CO2,Carbon Dioxide,2016
348,Tulsa,Oklahoma,36.08256,-95.67245,1012218,Williams G&B Facility - Appalachian Basin 160,29856.4,CO2,Carbon Dioxide,2017
349,Rancho Cucamonga,California,34.09787,-117.529362,1005800,Tamco,15.75,CH4,Methane,2019
350,Grantville,Pennsylvania,40.38001,-76.67083000000001,1006698,Grantville,4698.25,CH4,Methane,2019
351,Bakersfield,California,35.61139,-118.93682,1006860,Live Oak Limited,2.25,CH4,Methane,2019
352,Modesto,California,37.63617,-120.99151,1007461,Stanislaus Food Products Company,25.25,CH4,Methane,2019
353,Denver,Colorado,32.0004,-102.863,1013342,Felix Energy Holdings Ii Llc,18924.75,CH4,Methane,2019
354,Jonesboro,Arkansas,35.845862,-90.70727099999999,1005906,Ar Glass Container Corp,6.854,N2O,Nitrous Oxide,2016
355,Jonesboro,Arkansas,35.845862,-90.70727099999999,1005906,Ar Glass Container Corp,5.75,CH4,Methane,2016
356,Pittsfield,Massachusetts,42.4564,-73.2181,1005731,Pittsfield Generating,117981.1,CO2,Carbon Dioxide,2016
357,Lakewood,Colorado,39.722097999999995,-105.135202,1012276,Rockies Express Pipeline,36.6,CO2,Carbon Dioxide,2017
358,Oklahoma City,Oklahoma,35.56982,-97.50922,1012332,Mustang Gas Products 360 Anadarko Basin,52.448,N2O,Nitrous Oxide,2017
359,Pendleton,South Carolina,34.65913,-82.8046,1007958,Milliken & Company Pendleton Finishing Plant,11.324000000000002,N2O,Nitrous Oxide,2019
360,Brooklyn,New York,40.6635,-74.0051,1007017,Gowanus Generating Station,7303.5,CO2,Carbon Dioxide,2019
361,Bakersfield,California,39.7483,-104.9874,1008163,Berry Petroleum Company - San Joaquin Basin 745,713.1139999999999,N2O,Nitrous Oxide,2019
362,Pawnee,Texas,28.651637,-98.000845,1008680,Area 71 Cgp Facility,25892.25,CH4,Methane,2014
363,Cameron,Louisiana,29.803589000000002,-93.75374599999999,1002847,Ngpl Station 342 Johnson'S Bayou  La,34542.1,CO2,Carbon Dioxide,2019
364,Houston,Texas,29.75788,-95.37013,1013338,Callon (Permian) Llc - Basin 430 Gb,29.204,N2O,Nitrous Oxide,2018
365,Bakersfield,California,35.1268513,-119.18557849999999,1012360,Crpc - San Joaquin Valley Gathering And Boosting,1347589.7,CO2,Carbon Dioxide,2017
366,Addison,Texas,32.9654778,-96.8297403,1008323,Foundation Energy Management 595 Piceance Basin,1962.9,CO2,Carbon Dioxide,2019
367,New Johnsonville,Tennessee,36.0278,-87.9861,1000919,Johnsonville,177.125,CH4,Methane,2019
368,Boulder City,Nevada,35.7867,-114.9928,1001306,Desert Star Energy Center,248.5,CH4,Methane,2019
369,Oklahoma City,Oklahoma,35.46882,-97.51734,1009392,Xto Energy Inc 345 Arkoma,415940.5,CH4,Methane,2017
370,Hardinsburg,Kentucky,37.785556,-86.48666700000001,1009427,Texas Gas Transmission - Hardinsburg Station,27151.0,CH4,Methane,2017
371,Freeport,Texas,28.9792,-95.3549,1002040,Dow Texas Operations Freeport,0.0,CO2,Carbon Dioxide,2019
372,Fort Collins,Colorado,40.5236,-105.02021,1008734,Avago Technologies,1947.43,N2O,Nitrous Oxide,2014
373,Oklahoma City,Oklahoma,35.53376,-97.52976,1008526,Chesapeake Operating Llc  220 - Gulf Coast Basin,895035.25,CH4,Methane,2019
374,Indianapolis,Indiana,39.728012,-86.19534200000001,1012411,Cwa Authority  Inc. Belmont Advanced Wastewater Treatment Plant,18424.9,CO2,Carbon Dioxide,2019
375,Midland,Texas,32.02994,-102.08740999999999,1012558,Kinder Morgan Production 430 Permian Basin Gb,3685.25,CH4,Methane,2019
376,Denver,Colorado,39.74714,-104.99658000000001,1012484,Markwest Energy East Texas Gas Company  L.L.C. - 260 East Texas Basin - G&B,168.96599999999998,N2O,Nitrous Oxide,2016
377,Tulsa,Oklahoma,,,1013605,Blackbeard Operating - 415 - Strawn,97417.7,CO2,Carbon Dioxide,2019
378,Tulsa,Oklahoma,,,1013605,Blackbeard Operating - 415 - Strawn,159933.25,CH4,Methane,2019
379,Hobbs,New Mexico,32.540693,-103.522351,1013621,3Bear Libby Gas Plant,1205.75,CH4,Methane,2019
380,Buda,Texas,30.09862,-97.75248,1005347,Texas Disposal Systems Landfill,128941.5,CH4,Methane,2019
381,Texas City,Texas,29.369166999999997,-94.911111,1008938,Valero Refining Texas City Refinery,7299.51,N2O,Nitrous Oxide,2019
382,Richardson,Texas,32.997609999999995,-96.72705,1011813,Qorvo Texas Llc,5764.3,CO2,Carbon Dioxide,2017
383,Gibson,Louisiana,29.6257,-90.9289,1005071,North Terrebonne Gas Plant,639.5,CH4,Methane,2016
384,Ida,Louisiana,32.968343,-93.91785899999999,1005027,Gulf Crossing Pipeline - Mira Station,29.204,N2O,Nitrous Oxide,2016
385,Iowa City,Iowa,41.657222,-91.54,1004790,Univ Of Iowa Main Pwr Plant,949.13,N2O,Nitrous Oxide,2016
386,Houston,Texas,32.028079999999996,-102.09109000000001,1007481,Conocophillips' Uinta (575),179.8,CO2,Carbon Dioxide,2019
387,Anaheim,California,33.8539,-117.8561,1001134,Anaheim Combustion Turbine,5.25,CH4,Methane,2019
388,Falcon Heights,Texas,26.5662648,-99.1151801,1011893,Kmtp Bob West Dew Point Plant Falcon Heights  Tx,18.476,N2O,Nitrous Oxide,2018
389,Austin,Texas,30.2368,-97.86504000000001,1010067,Nxp Semiconductors - Oh Site,1600.0,Other_Full,Other Fully Fluorinated GHGs,2019
390,Salinas,Puerto Rico,17.957711,-66.236355,1006228,Salinas Landfill,86251.25,CH4,Methane,2017
391,Midland,Texas,31.99907,-102.0753,1011846,Rsp Permian  Llc,165.688,N2O,Nitrous Oxide,2014
392,Louisville,Kentucky,38.17804,-85.65013,1009577,Haier Us Appliance Solutions  Inc.,13.25,CH4,Methane,2019
393,Houston,Texas,29.710366999999998,-95.400273,1008929,The Methodist Hospital,43519.1,CO2,Carbon Dioxide,2019
394,Cranberry Township,Pennsylvania,40.7164495,-80.1205256,1008673,Exco Resources (Pa)  Llc - Basin 160A,1.192,N2O,Nitrous Oxide,2019
395,Fort Worth,Texas,32.78882,-97.34363,1012544,Xto Energy Inc 420 Fort Worth Syncline - Gb,36.058,N2O,Nitrous Oxide,2019
396,Offshore,Louisiana,28.16141388,-90.22762508,1012406,St 308 A (Complex Id # 1500),12.515999999999998,N2O,Nitrous Oxide,2019
397,Pecos,Texas,31.351124600000006,-103.63627149999999,1012676,Ecmv Gathering And Compression,34854.25,CH4,Methane,2019
398,Pecos,Texas,31.324233000000003,-103.223179,1012983,Brazos Midstream - Comanche Plant,58736.2,CO2,Carbon Dioxide,2019
399,Mesa,Arizona,33.42783,-111.82279,1008098,City Of Mesa,6396.25,CH4,Methane,2019
400,Geismar,Louisiana,30.1979,-91.0035,1004208,Basf Corp - Geismar Site,1012.5,CH4,Methane,2016
401,Reform,Alabama,33.3597,-88.01799999999999,1010480,Sng Station 4140 Reform  Al,7634.0,CH4,Methane,2017
402,Malta,New York,42.970089,-73.75437,1010586,Globalfoundries U.S. Inc. Fab 8,18.75,CH4,Methane,2017
403,Kermit,Texas,31.805233,-103.241229,1013183,Targa Wildcat Gas Processing Plant,5510.8041981083,CH4,Methane,2019
404,Plano,Texas,33.0243206,-96.6745042,1011654,Urban 535 Green River Basin,10123.0,CH4,Methane,2019
405,Maryneal,Texas,32.211805600000005,-100.5071143,1012975,Sweetwater Compressor Station,33481.4,CO2,Carbon Dioxide,2017
406,Beaver,Oklahoma,36.726409999999994,-100.29269000000001,1004302,Beaver Gas Plant,1984.0,CH4,Methane,2014
407,Mapleton,Illinois,40.559343,-89.747989,1005990,Caterpillar Inc.-Mapleton,19.668,N2O,Nitrous Oxide,2014
408,Dallas,Texas,32.861515999999995,-96.806516,1012386,Energy Transfer 420 - Fort Worth Syncline,26908.75,CH4,Methane,2019
